,ghi,ghi_std,ghi_min,ghi_max,dni,dni_std,dni_min,dni_max,dhi,dhi_std,dhi_min,dhi_max,lwd,lwd_std,lwd_min,lwd_max,temp_air,relative_humidity,pressure
2020-08-10 00:00:00+00:00,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,0.2,392.0,392.0,23.1,65.9,1002.0
2020-08-10 00:15:00+00:00,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,381.0,0.1,381.0,381.0,22.8,67.2,1002.0
2020-08-10 00:30:00+00:00,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,0.2,383.0,384.0,22.7,67.4,1002.0
2020-08-10 00:45:00+00:00,-1.0,0.0,-2.0,-1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,378.0,0.2,377.0,378.0,22.6,67.6,1002.0
2020-08-10 01:00:00+00:00,-1.0,0.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,0.1,375.0,375.0,22.4,68.3,1002.0
2020-08-10 01:15:00+00:00,-2.0,0.1,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,0.2,375.0,376.0,22.3,68.6,1002.0
2020-08-10 01:30:00+00:00,-2.0,0.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,376.0,0.2,376.0,376.0,22.2,68.2,1002.0
2020-08-10 01:45:00+00:00,-1.0,0.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.0,0.3,382.0,383.0,22.2,67.2,1002.0
2020-08-10 02:00:00+00:00,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,0.4,395.0,397.0,22.1,66.6,1002.0
2020-08-10 02:15:00+00:00,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,384.0,0.3,383.0,384.0,22.1,65.9,1002.0
2020-08-10 02:30:00+00:00,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,0.1,387.0,387.0,22.0,65.7,1002.0
2020-08-10 02:45:00+00:00,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,0.1,379.0,380.0,21.9,65.8,1002.0
2020-08-10 03:00:00+00:00,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.0,0.2,381.0,382.0,21.8,66.7,1002.0
2020-08-10 03:15:00+00:00,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,0.1,380.0,381.0,21.6,67.3,1002.0
2020-08-10 03:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,1.0,1.0,387.0,0.1,387.0,387.0,21.5,67.2,1002.0
2020-08-10 03:45:00+00:00,4.0,0.2,3.0,4.0,0.0,0.0,0.0,0.0,5.0,0.2,4.0,5.0,383.0,0.3,382.0,383.0,21.4,67.7,1002.0
2020-08-10 04:00:00+00:00,13.0,0.1,13.0,14.0,0.0,0.0,0.0,0.0,14.0,0.2,14.0,15.0,382.0,0.1,382.0,382.0,21.3,68.0,1002.0
2020-08-10 04:15:00+00:00,31.0,0.8,30.0,33.0,,,,,31.0,0.5,30.0,32.0,378.0,0.1,378.0,379.0,21.4,67.5,1002.0
2020-08-10 04:30:00+00:00,52.0,0.3,51.0,52.0,0.0,0.0,0.0,0.0,53.0,0.3,53.0,54.0,377.0,0.1,376.0,377.0,21.5,67.3,1002.0
2020-08-10 04:45:00+00:00,66.0,0.3,66.0,67.0,0.0,0.0,0.0,0.0,67.0,0.2,67.0,68.0,374.0,0.1,374.0,375.0,21.4,68.3,1002.0
2020-08-10 05:00:00+00:00,81.0,0.4,80.0,81.0,0.0,0.0,0.0,0.0,81.0,0.4,80.0,82.0,373.0,0.1,372.0,373.0,21.2,69.9,1002.0
