PeriodStart,Dhi,Dni,Ghi
2020-02-05T00:00:00Z,0,0,0
2020-02-05T00:15:00Z,0,0,0
2020-02-05T00:30:00Z,0,0,0
2020-02-05T00:45:00Z,0,0,0
2020-02-05T01:00:00Z,0,0,0
2020-02-05T01:15:00Z,0,0,0
2020-02-05T01:30:00Z,0,0,0
2020-02-05T01:45:00Z,0,0,0
2020-02-05T02:00:00Z,0,0,0
2020-02-05T02:15:00Z,0,0,0
2020-02-05T02:30:00Z,0,0,0
2020-02-05T02:45:00Z,0,0,0
2020-02-05T03:00:00Z,0,0,0
2020-02-05T03:15:00Z,0,0,0
2020-02-05T03:30:00Z,0,0,0
2020-02-05T03:45:00Z,0,0,0
2020-02-05T04:00:00Z,0,0,0
2020-02-05T04:15:00Z,0,0,0
2020-02-05T04:30:00Z,0,0,0
2020-02-05T04:45:00Z,0,0,0
2020-02-05T05:00:00Z,0,0,0
2020-02-05T05:15:00Z,0,0,0
2020-02-05T05:30:00Z,0,0,0
2020-02-05T05:45:00Z,0,0,0
2020-02-05T06:00:00Z,0,0,0
2020-02-05T06:15:00Z,0,0,0
2020-02-05T06:30:00Z,0,0,0
2020-02-05T06:45:00Z,5,14,6
2020-02-05T07:00:00Z,18,114,28
2020-02-05T07:15:00Z,28,293,54
2020-02-05T07:30:00Z,46,263,75
2020-02-05T07:45:00Z,67,179,93
2020-02-05T08:00:00Z,75,269,122
2020-02-05T08:15:00Z,107,0,107
2020-02-05T08:30:00Z,117,66,133
2020-02-05T08:45:00Z,67,614,223
2020-02-05T09:00:00Z,107,414,219
2020-02-05T09:15:00Z,153,15,157
2020-02-05T09:30:00Z,121,0,121
2020-02-05T09:45:00Z,139,0,139
2020-02-05T10:00:00Z,129,0,129
2020-02-05T10:15:00Z,139,0,139
2020-02-05T10:30:00Z,198,0,198
2020-02-05T10:45:00Z,217,30,227
2020-02-05T11:00:00Z,218,36,231
2020-02-05T11:15:00Z,212,76,240
2020-02-05T11:30:00Z,153,405,300
2020-02-05T11:45:00Z,62,830,360
2020-02-05T12:00:00Z,61,825,351
2020-02-05T12:15:00Z,89,675,321
2020-02-05T12:30:00Z,120,497,284
2020-02-05T12:45:00Z,62,771,306
2020-02-05T13:00:00Z,53,791,290
2020-02-05T13:15:00Z,51,777,269
2020-02-05T13:30:00Z,48,757,245
2020-02-05T13:45:00Z,46,730,218
2020-02-05T14:00:00Z,43,697,190
2020-02-05T14:15:00Z,40,657,161
2020-02-05T14:30:00Z,36,605,130
2020-02-05T14:45:00Z,32,536,99
2020-02-05T15:00:00Z,26,444,69
2020-02-05T15:15:00Z,19,241,40
2020-02-05T15:30:00Z,9,65,15
2020-02-05T15:45:00Z,0,1,0
2020-02-05T16:00:00Z,0,0,0
2020-02-05T16:15:00Z,0,0,0
2020-02-05T16:30:00Z,0,0,0
2020-02-05T16:45:00Z,0,0,0
2020-02-05T17:00:00Z,0,0,0
2020-02-05T17:15:00Z,0,0,0
2020-02-05T17:30:00Z,0,0,0
2020-02-05T17:45:00Z,0,0,0
2020-02-05T18:00:00Z,0,0,0
2020-02-05T18:15:00Z,0,0,0
2020-02-05T18:30:00Z,0,0,0
2020-02-05T18:45:00Z,0,0,0
2020-02-05T19:00:00Z,0,0,0
2020-02-05T19:15:00Z,0,0,0
2020-02-05T19:30:00Z,0,0,0
2020-02-05T19:45:00Z,0,0,0
2020-02-05T20:00:00Z,0,0,0
2020-02-05T20:15:00Z,0,0,0
2020-02-05T20:30:00Z,0,0,0
2020-02-05T20:45:00Z,0,0,0
2020-02-05T21:00:00Z,0,0,0
2020-02-05T21:15:00Z,0,0,0
2020-02-05T21:30:00Z,0,0,0
2020-02-05T21:45:00Z,0,0,0
2020-02-05T22:00:00Z,0,0,0
2020-02-05T22:15:00Z,0,0,0
2020-02-05T22:30:00Z,0,0,0
2020-02-05T22:45:00Z,0,0,0
2020-02-05T23:00:00Z,0,0,0
2020-02-05T23:15:00Z,0,0,0
2020-02-05T23:30:00Z,0,0,0
2020-02-05T23:45:00Z,0,0,0
