,ghi,ghi_std,ghi_min,ghi_max,dni,dni_std,dni_min,dni_max,dhi,dhi_std,dhi_min,dhi_max,lwd,lwd_std,lwd_min,lwd_max,temp_air,relative_humidity,pressure
2020-10-03 00:00:00+00:00,-2.0,0.1,-2.0,-2.0,-1.0,0.1,-2.0,-1.0,-2.0,0.1,-2.0,-2.0,342.0,0.2,342.0,343.0,9.0,75.4,944.0
2020-10-03 00:15:00+00:00,-2.0,0.1,-2.0,-1.0,0.0,0.1,0.0,0.0,-1.0,0.1,-2.0,-1.0,340.0,0.2,339.0,340.0,9.0,74.8,944.0
2020-10-03 00:30:00+00:00,-1.0,0.1,-1.0,-1.0,0.0,0.1,-1.0,0.0,-1.0,0.1,-1.0,-1.0,342.0,0.2,342.0,343.0,9.1,73.7,944.0
2020-10-03 00:45:00+00:00,-2.0,0.1,-2.0,-2.0,-1.0,0.1,-1.0,-1.0,-2.0,0.1,-2.0,-1.0,344.0,0.2,343.0,344.0,9.0,75.8,944.0
2020-10-03 01:00:00+00:00,-2.0,0.1,-2.0,-2.0,-2.0,0.0,-2.0,-1.0,-2.0,0.1,-2.0,-2.0,346.0,0.2,345.0,346.0,8.7,80.4,944.0
2020-10-03 01:15:00+00:00,-2.0,0.1,-2.0,-2.0,-1.0,0.1,-1.0,-1.0,-2.0,0.1,-2.0,-2.0,344.0,0.1,344.0,344.0,8.5,83.5,944.0
2020-10-03 01:30:00+00:00,-2.0,0.1,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.1,-2.0,-2.0,343.0,0.1,343.0,343.0,8.7,82.1,944.0
2020-10-03 01:45:00+00:00,-2.0,0.1,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.1,-2.0,-2.0,342.0,0.1,342.0,343.0,8.8,81.4,944.0
2020-10-03 02:00:00+00:00,-2.0,0.1,-2.0,-2.0,0.0,0.1,0.0,0.0,-2.0,0.1,-2.0,-1.0,344.0,0.5,343.0,345.0,8.8,81.0,944.0
2020-10-03 02:15:00+00:00,-2.0,0.1,-2.0,-2.0,0.0,0.1,0.0,0.0,-2.0,0.1,-2.0,-1.0,342.0,0.2,342.0,342.0,8.8,81.2,944.0
2020-10-03 02:30:00+00:00,-2.0,0.0,-2.0,-1.0,0.0,0.1,0.0,0.0,-1.0,0.1,-2.0,-1.0,340.0,0.3,339.0,340.0,9.0,78.1,944.0
2020-10-03 02:45:00+00:00,-1.0,0.1,-2.0,-1.0,-1.0,0.1,-1.0,-1.0,-1.0,0.1,-2.0,-1.0,345.0,0.5,345.0,346.0,9.1,77.7,944.0
2020-10-03 03:00:00+00:00,-2.0,0.1,-2.0,-2.0,-1.0,0.1,-1.0,-1.0,-2.0,0.1,-2.0,-2.0,345.0,0.3,344.0,346.0,9.1,79.5,944.0
2020-10-03 03:15:00+00:00,-2.0,0.1,-2.0,-2.0,-1.0,0.1,-2.0,-1.0,-2.0,0.1,-2.0,-1.0,343.0,0.4,342.0,344.0,9.3,78.0,945.0
2020-10-03 03:30:00+00:00,-2.0,0.1,-2.0,-2.0,0.0,0.1,0.0,1.0,-2.0,0.1,-2.0,-2.0,342.0,0.2,341.0,342.0,9.5,75.3,945.0
2020-10-03 03:45:00+00:00,-2.0,0.0,-2.0,-2.0,-2.0,0.1,-2.0,-1.0,-2.0,0.1,-2.0,-2.0,341.0,0.2,341.0,341.0,9.2,77.2,945.0
2020-10-03 04:00:00+00:00,-2.0,0.1,-2.0,-2.0,-1.0,0.0,-1.0,-1.0,-2.0,0.1,-2.0,-2.0,343.0,0.2,343.0,344.0,9.2,75.9,945.0
2020-10-03 04:15:00+00:00,-2.0,0.1,-2.0,-2.0,-1.0,0.1,-1.0,-1.0,-2.0,0.1,-2.0,-2.0,342.0,0.3,342.0,343.0,9.1,74.6,945.0
2020-10-03 04:30:00+00:00,-2.0,0.1,-2.0,-1.0,-1.0,0.1,-2.0,-1.0,-2.0,0.1,-2.0,-1.0,342.0,0.2,342.0,343.0,8.9,75.5,945.0
2020-10-03 04:45:00+00:00,-1.0,0.1,-2.0,-1.0,-1.0,0.1,-1.0,-1.0,-1.0,0.1,-1.0,-1.0,341.0,0.8,340.0,345.0,8.6,78.1,945.0
2020-10-03 05:00:00+00:00,-1.0,0.1,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.1,-2.0,-1.0,341.0,0.2,341.0,342.0,8.3,79.9,945.0
2020-10-03 05:15:00+00:00,-1.0,0.1,-2.0,-1.0,-1.0,0.1,-1.0,-1.0,-1.0,0.1,-2.0,-1.0,341.0,0.5,340.0,342.0,8.4,79.8,946.0
2020-10-03 05:30:00+00:00,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.1,-1.0,-1.0,342.0,1.1,341.0,345.0,7.6,88.3,946.0
2020-10-03 05:45:00+00:00,-1.0,0.1,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.1,-1.0,0.0,339.0,0.3,339.0,340.0,7.6,87.1,946.0
2020-10-03 06:00:00+00:00,-1.0,0.1,-1.0,-1.0,-1.0,0.1,-1.0,-1.0,-1.0,0.1,-1.0,0.0,338.0,0.2,338.0,338.0,7.6,84.3,947.0
2020-10-03 06:15:00+00:00,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,338.0,0.3,337.0,339.0,6.8,92.3,947.0
2020-10-03 06:30:00+00:00,3.0,0.2,2.0,3.0,0.0,0.0,-1.0,0.0,3.0,0.2,2.0,3.0,336.0,0.4,336.0,338.0,6.1,97.8,947.0
2020-10-03 06:45:00+00:00,40.0,2.7,36.0,45.0,0.0,0.1,0.0,0.0,39.0,2.6,35.0,44.0,334.0,0.1,333.0,334.0,6.1,99.8,947.0
2020-10-03 07:00:00+00:00,63.0,4.9,55.0,71.0,0.0,0.1,0.0,1.0,62.0,4.8,54.0,70.0,336.0,0.1,336.0,336.0,6.5,98.6,947.0
2020-10-03 07:15:00+00:00,31.0,0.8,30.0,33.0,0.0,0.1,-1.0,0.0,31.0,0.7,30.0,32.0,338.0,0.7,337.0,339.0,6.9,93.7,947.0
2020-10-03 07:30:00+00:00,26.0,0.8,24.0,27.0,0.0,0.1,-1.0,0.0,25.0,0.7,24.0,27.0,337.0,0.4,337.0,338.0,7.2,89.9,947.0
2020-10-03 07:45:00+00:00,21.0,0.2,20.0,21.0,0.0,0.1,-1.0,0.0,21.0,0.2,20.0,21.0,337.0,0.3,337.0,338.0,6.9,90.5,948.0
2020-10-03 08:00:00+00:00,23.0,0.1,23.0,24.0,-1.0,0.1,-1.0,0.0,23.0,0.1,23.0,24.0,338.0,1.0,336.0,339.0,6.8,90.6,948.0
2020-10-03 08:15:00+00:00,22.0,0.2,22.0,23.0,0.0,0.0,0.0,0.0,22.0,0.2,22.0,23.0,336.0,1.1,335.0,340.0,6.8,89.5,948.0
2020-10-03 08:30:00+00:00,35.0,1.3,33.0,37.0,0.0,0.1,0.0,0.0,35.0,1.3,32.0,37.0,336.0,0.7,335.0,338.0,6.1,97.7,948.0
2020-10-03 08:45:00+00:00,49.0,1.7,45.0,51.0,0.0,0.1,0.0,0.0,48.0,1.7,45.0,51.0,337.0,0.8,335.0,338.0,6.0,100.0,949.0
