,ghi,ghi_std,ghi_min,ghi_max,dni,dni_std,dni_min,dni_max,dhi,dhi_std,dhi_min,dhi_max,lwd,lwd_std,lwd_min,lwd_max,temp_air,relative_humidity,pressure
2020-07-20 00:00:00+00:00,-2,0.1,-2,-1,0,0.1,0,0,-1,0.1,-2,-1,375,0.1,374,375,22.0,62.2,962.0
2020-07-20 00:15:00+00:00,-2,0.1,-2,-1,0,0.1,0,0,-1,0.1,-2,-1,370,0.2,369,370,21.9,61.5,962.0
2020-07-20 00:30:00+00:00,-2,0.1,-2,-2,-1,0.1,-1,0,-2,0.1,-2,-1,356,0.2,356,356,21.6,63.0,962.0
2020-07-20 00:45:00+00:00,-2,0.1,-2,-2,-1,0.0,-1,-1,-1,0.1,-2,-1,353,0.1,353,353,21.1,65.4,962.0
2020-07-20 01:00:00+00:00,-2,0.1,-2,-2,-1,0.1,-1,0,-2,0.1,-2,-1,352,0.1,352,352,21.1,64.2,962.0
2020-07-20 01:15:00+00:00,-2,0.1,-2,-2,0,0.0,-1,0,-2,0.1,-2,-1,350,0.1,350,350,20.9,65.0,962.0
2020-07-20 01:30:00+00:00,-2,0.1,-2,-2,-1,0.0,-1,0,-2,0.1,-2,-1,349,0.2,348,349,20.6,66.4,962.0
2020-07-20 01:45:00+00:00,-2,0.1,-2,-2,-1,0.1,-1,0,-2,0.1,-2,-1,348,0.1,347,348,20.4,66.8,962.0
2020-07-20 02:00:00+00:00,-2,0.1,-2,-1,0,0.1,-1,0,-2,0.1,-2,-1,349,0.2,349,350,20.3,67.4,962.0
2020-07-20 02:15:00+00:00,-2,0.1,-2,-2,-1,0.1,-1,-1,-2,0.1,-2,-1,346,0.1,346,347,20.0,68.7,962.0
2020-07-20 02:30:00+00:00,-2,0.1,-2,-1,0,0.1,-1,0,-2,0.1,-2,-1,345,0.1,345,346,19.8,69.2,962.0
2020-07-20 02:45:00+00:00,-2,0.1,-2,-1,-1,0.0,-1,-1,-2,0.1,-2,-1,349,0.5,348,350,19.5,71.5,962.0
2020-07-20 03:00:00+00:00,-1,0.1,-2,-1,0,0.1,0,0,-1,0.1,-2,-1,361,0.2,360,361,19.5,71.1,962.0
2020-07-20 03:15:00+00:00,-1,0.1,-2,-1,0,0.1,0,0,-1,0.1,-1,-1,363,0.2,362,363,19.5,71.1,962.0
2020-07-20 03:30:00+00:00,-1,0.1,-2,-1,0,0.1,0,0,-1,0.1,-2,-1,358,0.2,357,358,19.3,72.1,962.0
2020-07-20 03:45:00+00:00,-2,0.1,-2,-2,-1,0.1,-1,-1,-1,0.1,-2,-1,349,0.4,348,350,19.0,73.7,962.0
2020-07-20 04:00:00+00:00,-2,0.1,-2,-2,-1,0.1,-1,-1,-1,0.1,-2,-1,345,0.2,345,346,18.3,77.9,962.0
2020-07-20 04:15:00+00:00,-1,0.1,-2,-1,0,0.0,0,0,-1,0.1,-2,-1,343,0.2,342,343,18.1,78.9,962.0
2020-07-20 04:30:00+00:00,-1,0.1,-1,-1,0,0.1,-1,0,-1,0.1,-1,-1,343,0.1,343,344,17.8,80.1,962.0
2020-07-20 04:45:00+00:00,2,0.1,2,2,0,0.0,-1,0,2,0.1,2,2,340,0.2,340,341,17.8,80.0,962.0
2020-07-20 05:00:00+00:00,9,0.2,8,9,0,0.0,0,0,9,0.2,8,9,339,0.1,339,340,17.8,79.4,962.0
2020-07-20 05:15:00+00:00,21,0.3,21,22,1,0.1,1,1,21,0.3,20,21,339,0.2,338,339,17.6,80.6,962.0
2020-07-20 05:30:00+00:00,46,0.7,45,48,94,4.1,89,105,34,0.3,33,34,340,0.1,339,340,18.3,78.0,962.0
2020-07-20 05:45:00+00:00,86,8.0,68,94,227,45.7,122,270,47,0.4,46,48,339,0.2,339,340,19.2,74.6,962.0
