PeriodStart,Dhi,Dni,Ghi
2020-07-20T00:00:00Z,0,0,0
2020-07-20T00:15:00Z,0,0,0
2020-07-20T00:30:00Z,0,0,0
2020-07-20T00:45:00Z,0,0,0
2020-07-20T01:00:00Z,0,0,0
2020-07-20T01:15:00Z,0,0,0
2020-07-20T01:30:00Z,0,0,0
2020-07-20T01:45:00Z,0,0,0
2020-07-20T02:00:00Z,0,0,0
2020-07-20T02:15:00Z,0,0,0
2020-07-20T02:30:00Z,0,0,0
2020-07-20T02:45:00Z,0,0,0
2020-07-20T03:00:00Z,0,0,0
2020-07-20T03:15:00Z,0,0,0
2020-07-20T03:30:00Z,0,0,0
2020-07-20T03:45:00Z,2,4,3
2020-07-20T04:00:00Z,13,66,19
2020-07-20T04:15:00Z,23,218,42
2020-07-20T04:30:00Z,31,354,70
2020-07-20T04:45:00Z,38,438,102
2020-07-20T05:00:00Z,44,508,136
2020-07-20T05:15:00Z,49,568,173
2020-07-20T05:30:00Z,53,617,212
2020-07-20T05:45:00Z,57,657,251
2020-07-20T06:00:00Z,61,692,291
2020-07-20T06:15:00Z,64,722,331
2020-07-20T06:30:00Z,67,749,372
2020-07-20T06:45:00Z,69,775,412
2020-07-20T07:00:00Z,71,797,452
2020-07-20T07:15:00Z,72,817,491
2020-07-20T07:30:00Z,73,833,529
2020-07-20T07:45:00Z,75,846,566
2020-07-20T08:00:00Z,77,858,602
2020-07-20T08:15:00Z,78,869,636
2020-07-20T08:30:00Z,80,877,668
2020-07-20T08:45:00Z,83,883,698
2020-07-20T09:00:00Z,85,889,726
2020-07-20T09:15:00Z,87,893,752
2020-07-20T09:30:00Z,103,866,767
2020-07-20T09:45:00Z,260,544,686
2020-07-20T10:00:00Z,359,333,625
2020-07-20T10:15:00Z,373,316,630
2020-07-20T10:30:00Z,396,229,585
2020-07-20T10:45:00Z,417,36,447
2020-07-20T11:00:00Z,370,357,673
2020-07-20T11:15:00Z,427,230,623
2020-07-20T11:30:00Z,417,259,638
2020-07-20T11:45:00Z,437,200,608
2020-07-20T12:00:00Z,455,0,455
2020-07-20T12:15:00Z,462,0,462
2020-07-20T12:30:00Z,458,0,458
2020-07-20T12:45:00Z,457,0,457
2020-07-20T13:00:00Z,434,0,434
2020-07-20T13:15:00Z,423,0,423
2020-07-20T13:30:00Z,443,80,505
2020-07-20T13:45:00Z,340,341,603
2020-07-20T14:00:00Z,259,515,645
2020-07-20T14:15:00Z,248,518,625
2020-07-20T14:30:00Z,291,383,560
2020-07-20T14:45:00Z,225,521,575
2020-07-20T15:00:00Z,96,827,631
2020-07-20T15:15:00Z,128,727,576
2020-07-20T15:30:00Z,83,828,568
2020-07-20T15:45:00Z,80,816,531
2020-07-20T16:00:00Z,77,802,494
2020-07-20T16:15:00Z,73,787,455
2020-07-20T16:30:00Z,70,769,416
2020-07-20T16:45:00Z,68,746,376
2020-07-20T17:00:00Z,65,721,336
2020-07-20T17:15:00Z,61,691,295
2020-07-20T17:30:00Z,58,658,256
2020-07-20T17:45:00Z,53,619,217
2020-07-20T18:00:00Z,49,574,178
2020-07-20T18:15:00Z,44,520,142
2020-07-20T18:30:00Z,38,457,107
2020-07-20T18:45:00Z,31,381,75
2020-07-20T19:00:00Z,23,261,46
2020-07-20T19:15:00Z,14,95,22
2020-07-20T19:30:00Z,3,11,4
2020-07-20T19:45:00Z,0,0,0
2020-07-20T20:00:00Z,0,0,0
2020-07-20T20:15:00Z,0,0,0
2020-07-20T20:30:00Z,0,0,0
2020-07-20T20:45:00Z,0,0,0
2020-07-20T21:00:00Z,0,0,0
2020-07-20T21:15:00Z,0,0,0
2020-07-20T21:30:00Z,0,0,0
2020-07-20T21:45:00Z,0,0,0
2020-07-20T22:00:00Z,0,0,0
2020-07-20T22:15:00Z,0,0,0
2020-07-20T22:30:00Z,0,0,0
2020-07-20T22:45:00Z,0,0,0
2020-07-20T23:00:00Z,0,0,0
2020-07-20T23:15:00Z,0,0,0
2020-07-20T23:30:00Z,0,0,0
2020-07-20T23:45:00Z,0,0,0
