PeriodStart,Dhi,Dni,Ghi
2020-10-03T00:00:00Z,0,0,0
2020-10-03T00:15:00Z,0,0,0
2020-10-03T00:30:00Z,0,0,0
2020-10-03T00:45:00Z,0,0,0
2020-10-03T01:00:00Z,0,0,0
2020-10-03T01:15:00Z,0,0,0
2020-10-03T01:30:00Z,0,0,0
2020-10-03T01:45:00Z,0,0,0
2020-10-03T02:00:00Z,0,0,0
2020-10-03T02:15:00Z,0,0,0
2020-10-03T02:30:00Z,0,0,0
2020-10-03T02:45:00Z,0,0,0
2020-10-03T03:00:00Z,0,0,0
2020-10-03T03:15:00Z,0,0,0
2020-10-03T03:30:00Z,0,0,0
2020-10-03T03:45:00Z,0,0,0
2020-10-03T04:00:00Z,0,0,0
2020-10-03T04:15:00Z,0,0,0
2020-10-03T04:30:00Z,0,0,0
2020-10-03T04:45:00Z,0,0,0
2020-10-03T05:00:00Z,0,0,0
2020-10-03T05:15:00Z,0,0,0
2020-10-03T05:30:00Z,0,0,0
2020-10-03T05:45:00Z,2,0,2
2020-10-03T06:00:00Z,5,0,5
2020-10-03T06:15:00Z,9,0,9
2020-10-03T06:30:00Z,16,0,16
2020-10-03T06:45:00Z,24,0,24
2020-10-03T07:00:00Z,34,0,34
2020-10-03T07:15:00Z,41,0,41
2020-10-03T07:30:00Z,46,0,46
2020-10-03T07:45:00Z,52,0,52
2020-10-03T08:00:00Z,57,0,57
2020-10-03T08:15:00Z,62,0,62
2020-10-03T08:30:00Z,69,0,69
2020-10-03T08:45:00Z,62,0,62
2020-10-03T09:00:00Z,80,0,80
2020-10-03T09:15:00Z,139,0,139
2020-10-03T09:30:00Z,92,0,92
2020-10-03T09:45:00Z,127,0,127
2020-10-03T10:00:00Z,115,0,115
2020-10-03T10:15:00Z,152,0,152
2020-10-03T10:30:00Z,184,0,184
2020-10-03T10:45:00Z,259,0,259
2020-10-03T11:00:00Z,278,0,278
2020-10-03T11:15:00Z,283,0,283
2020-10-03T11:30:00Z,198,0,198
2020-10-03T11:45:00Z,266,101,328
2020-10-03T12:00:00Z,73,902,632
2020-10-03T12:15:00Z,74,895,619
2020-10-03T12:30:00Z,73,890,603
2020-10-03T12:45:00Z,71,885,584
2020-10-03T13:00:00Z,69,879,563
2020-10-03T13:15:00Z,67,872,538
2020-10-03T13:30:00Z,65,862,510
2020-10-03T13:45:00Z,64,849,479
2020-10-03T14:00:00Z,62,833,446
2020-10-03T14:15:00Z,60,815,411
2020-10-03T14:30:00Z,58,794,373
2020-10-03T14:45:00Z,55,769,334
2020-10-03T15:00:00Z,53,740,294
2020-10-03T15:15:00Z,49,706,252
2020-10-03T15:30:00Z,46,664,210
2020-10-03T15:45:00Z,41,612,168
2020-10-03T16:00:00Z,36,548,127
2020-10-03T16:15:00Z,34,395,83
2020-10-03T16:30:00Z,23,84,31
2020-10-03T16:45:00Z,1,0,1
2020-10-03T17:00:00Z,0,0,0
2020-10-03T17:15:00Z,0,0,0
2020-10-03T17:30:00Z,0,0,0
2020-10-03T17:45:00Z,0,0,0
2020-10-03T18:00:00Z,0,0,0
2020-10-03T18:15:00Z,0,0,0
2020-10-03T18:30:00Z,0,0,0
2020-10-03T18:45:00Z,0,0,0
2020-10-03T19:00:00Z,0,0,0
2020-10-03T19:15:00Z,0,0,0
2020-10-03T19:30:00Z,0,0,0
2020-10-03T19:45:00Z,0,0,0
2020-10-03T20:00:00Z,0,0,0
2020-10-03T20:15:00Z,0,0,0
2020-10-03T20:30:00Z,0,0,0
2020-10-03T20:45:00Z,0,0,0
2020-10-03T21:00:00Z,0,0,0
2020-10-03T21:15:00Z,0,0,0
2020-10-03T21:30:00Z,0,0,0
2020-10-03T21:45:00Z,0,0,0
2020-10-03T22:00:00Z,0,0,0
2020-10-03T22:15:00Z,0,0,0
2020-10-03T22:30:00Z,0,0,0
2020-10-03T22:45:00Z,0,0,0
2020-10-03T23:00:00Z,0,0,0
2020-10-03T23:15:00Z,0,0,0
2020-10-03T23:30:00Z,0,0,0
2020-10-03T23:45:00Z,0,0,0
