,ghi,ghi_std,ghi_min,ghi_max,dni,dni_std,dni_min,dni_max,dhi,dhi_std,dhi_min,dhi_max,lwd,lwd_std,lwd_min,lwd_max,temp_air,relative_humidity,pressure
2020-04-13 00:00:00+00:00,-1.0,0.1,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,342.0,0.3,342.0,343.0,17.8,42.2,991.0
2020-04-13 00:15:00+00:00,-1.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,330.0,0.5,329.0,331.0,17.1,44.0,991.0
2020-04-13 00:30:00+00:00,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,327.0,0.2,326.0,327.0,16.7,45.7,991.0
2020-04-13 00:45:00+00:00,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,324.0,0.4,324.0,325.0,15.1,54.3,991.0
2020-04-13 01:00:00+00:00,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,312.0,0.5,311.0,313.0,14.9,56.8,991.0
2020-04-13 01:15:00+00:00,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,308.0,0.1,308.0,308.0,15.2,54.4,991.0
2020-04-13 01:30:00+00:00,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-2.0,0.0,-2.0,-1.0,304.0,0.1,304.0,304.0,15.2,53.2,991.0
2020-04-13 01:45:00+00:00,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,306.0,0.1,305.0,306.0,15.8,49.7,991.0
2020-04-13 02:00:00+00:00,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,308.0,0.1,308.0,308.0,15.9,49.2,991.0
2020-04-13 02:15:00+00:00,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,303.0,0.2,303.0,303.0,15.6,50.3,991.0
2020-04-13 02:30:00+00:00,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,299.0,0.1,299.0,299.0,15.5,51.3,991.0
2020-04-13 02:45:00+00:00,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,298.0,0.2,298.0,298.0,15.1,53.6,991.0
2020-04-13 03:00:00+00:00,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,298.0,0.1,298.0,298.0,14.8,54.8,991.0
2020-04-13 03:15:00+00:00,-1.0,0.1,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,298.0,0.1,298.0,298.0,14.7,54.7,991.0
2020-04-13 03:30:00+00:00,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,298.0,0.1,298.0,298.0,14.8,55.1,991.0
2020-04-13 03:45:00+00:00,-1.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,298.0,0.1,297.0,298.0,14.6,57.0,991.0
2020-04-13 04:00:00+00:00,-1.0,0.0,-1.0,-1.0,-1.0,0.1,-1.0,0.0,-1.0,0.0,-1.0,-1.0,297.0,0.1,297.0,297.0,14.0,59.6,991.0
2020-04-13 04:15:00+00:00,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,295.0,0.1,294.0,295.0,13.5,61.0,992.0
2020-04-13 04:30:00+00:00,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,292.0,0.1,292.0,292.0,12.6,67.4,992.0
2020-04-13 04:45:00+00:00,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,292.0,0.1,291.0,292.0,12.3,69.4,992.0
2020-04-13 05:00:00+00:00,2.0,0.1,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.1,2.0,2.0,291.0,0.1,291.0,291.0,12.1,70.9,992.0
