,ghi,ghi_std,ghi_min,ghi_max,dni,dni_std,dni_min,dni_max,dhi,dhi_std,dhi_min,dhi_max,lwd,lwd_std,lwd_min,lwd_max,temp_air,relative_humidity,pressure
2020-07-09 00:00:00+00:00,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,337.0,0.1,337.0,337.0,18.8,77.3,997.0
2020-07-09 00:15:00+00:00,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,334.0,0.0,333.0,334.0,18.6,77.5,997.0
2020-07-09 00:30:00+00:00,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.1,-1.0,-1.0,331.0,0.1,331.0,332.0,18.4,78.0,997.0
2020-07-09 00:45:00+00:00,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.1,-1.0,-1.0,330.0,0.1,330.0,330.0,18.3,77.9,997.0
2020-07-09 01:00:00+00:00,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.1,-1.0,-1.0,331.0,0.0,331.0,331.0,18.2,78.2,997.0
2020-07-09 01:15:00+00:00,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,329.0,0.1,329.0,330.0,17.8,80.5,997.0
2020-07-09 01:30:00+00:00,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,330.0,0.1,330.0,330.0,17.5,82.2,997.0
2020-07-09 01:45:00+00:00,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,329.0,0.1,329.0,329.0,17.3,83.0,997.0
2020-07-09 02:00:00+00:00,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,330.0,0.1,329.0,330.0,17.0,84.0,997.0
2020-07-09 02:15:00+00:00,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,328.0,0.2,328.0,328.0,16.9,84.5,997.0
