,ghi,ghi_std,ghi_min,ghi_max,dni,dni_std,dni_min,dni_max,dhi,dhi_std,dhi_min,dhi_max,lwd,lwd_std,lwd_min,lwd_max,temp_air,relative_humidity,pressure
2020-04-01 00:00:00+00:00,-1.0,0.1,-2.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,234.0,0.1,234.0,234.0,-0.8,96.0,1028.0
2020-04-01 00:15:00+00:00,-1.0,0.0,-1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,234.0,0.0,234.0,234.0,-0.7,94.0,1027.0
2020-04-01 00:30:00+00:00,-1.0,0.1,-2.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.1,-1.0,-1.0,234.0,0.1,234.0,234.0,-0.5,93.0,1027.0
2020-04-01 00:45:00+00:00,-1.0,0.1,-1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.1,-1.0,-1.0,234.0,0.1,234.0,234.0,-0.5,92.8,1027.0
2020-04-01 01:00:00+00:00,-1.0,0.0,-1.0,-1.0,2.0,0.0,1.0,2.0,-1.0,0.1,-1.0,-1.0,233.0,0.1,233.0,234.0,-1.2,97.0,1027.0
2020-04-01 01:15:00+00:00,-1.0,0.1,-2.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,233.0,0.1,233.0,233.0,-1.4,100.0,1027.0
2020-04-01 01:30:00+00:00,-1.0,0.1,-1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.1,-1.0,-1.0,233.0,0.0,233.0,233.0,-1.3,98.8,1026.0
2020-04-01 01:45:00+00:00,-1.0,0.1,-1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,233.0,0.0,233.0,233.0,-1.4,97.4,1026.0
2020-04-01 02:00:00+00:00,-1.0,0.1,-2.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,234.0,0.2,234.0,234.0,-1.5,99.2,1026.0
2020-04-01 02:15:00+00:00,-2.0,0.1,-2.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.1,-1.0,-1.0,233.0,0.1,233.0,233.0,-1.9,98.0,1026.0
2020-04-01 02:30:00+00:00,-1.0,0.1,-2.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.1,-1.0,-1.0,234.0,0.3,233.0,234.0,-2.1,100.0,1026.0
2020-04-01 02:45:00+00:00,-1.0,0.1,-1.0,-1.0,1.0,0.0,1.0,2.0,-1.0,0.1,-1.0,-1.0,233.0,0.3,232.0,233.0,-2.3,100.0,1026.0
2020-04-01 03:00:00+00:00,-1.0,0.1,-1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.1,-1.0,-1.0,232.0,0.1,232.0,232.0,-2.7,100.0,1026.0
2020-04-01 03:15:00+00:00,-1.0,0.0,-1.0,-1.0,2.0,0.0,2.0,2.0,-1.0,0.1,-1.0,-1.0,231.0,0.0,231.0,231.0,-2.2,100.0,1026.0
