,ghi,ghi_std,ghi_min,ghi_max,dni,dni_std,dni_min,dni_max,dhi,dhi_std,dhi_min,dhi_max,lwd,lwd_std,lwd_min,lwd_max,temp_air,relative_humidity,pressure
2020-05-25 00:00:00+00:00,-1.0,0.1,-1.0,-1.0,1.0,0.1,1.0,1.0,-1.0,0.0,-1.0,-1.0,358.0,0.1,358.0,358.0,12.9,93.0,1032.0
2020-05-25 00:15:00+00:00,-1.0,0.1,-1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.1,-1.0,-1.0,359.0,0.1,358.0,359.0,13.0,91.0,1032.0
2020-05-25 00:30:00+00:00,-1.0,0.1,-1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.1,-1.0,-1.0,356.0,0.2,355.0,356.0,13.0,90.8,1032.0
2020-05-25 00:45:00+00:00,-1.0,0.0,-1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.1,-1.0,-1.0,356.0,0.1,356.0,356.0,13.1,90.0,1032.0
2020-05-25 01:00:00+00:00,-1.0,0.1,-1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.1,-1.0,-1.0,354.0,0.1,354.0,354.0,13.0,90.0,1032.0
2020-05-25 01:15:00+00:00,-1.0,0.1,-1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.1,-1.0,-1.0,343.0,0.3,342.0,343.0,12.8,91.0,1032.0
2020-05-25 01:30:00+00:00,-1.0,0.1,-1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.1,-1.0,-1.0,318.0,0.4,317.0,318.0,12.5,92.0,1032.0
2020-05-25 01:45:00+00:00,-1.0,0.0,-1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,339.0,0.5,338.0,340.0,12.5,91.0,1032.0
2020-05-25 02:00:00+00:00,-1.0,0.0,-1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,338.0,0.4,337.0,338.0,12.5,90.4,1032.0
2020-05-25 02:15:00+00:00,-1.0,0.1,-1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,329.0,0.5,328.0,330.0,12.5,91.0,1032.0
2020-05-25 02:30:00+00:00,-1.0,0.1,-1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.1,-1.0,-1.0,321.0,0.1,321.0,322.0,12.5,90.8,1032.0
2020-05-25 02:45:00+00:00,-1.0,0.1,-1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,324.0,0.1,324.0,324.0,12.3,91.0,1032.0
2020-05-25 03:00:00+00:00,-1.0,0.0,-1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.1,-1.0,-1.0,312.0,0.7,311.0,313.0,11.7,93.0,1033.0
2020-05-25 03:15:00+00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.1,0.0,0.0,300.0,0.1,300.0,300.0,11.1,94.0,1033.0
2020-05-25 03:30:00+00:00,2.0,0.1,2.0,3.0,1.0,0.0,1.0,1.0,3.0,0.1,3.0,3.0,299.0,0.1,299.0,299.0,11.4,94.0,1033.0
2020-05-25 03:45:00+00:00,9.0,0.1,9.0,9.0,1.0,0.0,1.0,1.0,9.0,0.1,9.0,9.0,298.0,0.1,298.0,299.0,10.6,95.0,1033.0
2020-05-25 04:00:00+00:00,15.0,0.1,15.0,16.0,1.0,0.0,1.0,1.0,16.0,0.2,15.0,16.0,297.0,0.1,296.0,297.0,10.7,95.0,1033.0
2020-05-25 04:15:00+00:00,30.0,1.6,28.0,34.0,56.0,14.6,38.0,91.0,26.0,0.4,25.0,26.0,296.0,0.1,296.0,297.0,10.6,96.0,1033.0
2020-05-25 04:30:00+00:00,72.0,0.8,70.0,73.0,312.0,3.1,307.0,316.0,36.0,0.1,35.0,36.0,297.0,0.1,296.0,297.0,11.5,94.0,1033.0
2020-05-25 04:45:00+00:00,105.0,1.6,102.0,107.0,387.0,6.8,374.0,395.0,44.0,0.3,43.0,44.0,297.0,0.1,297.0,297.0,11.9,92.8,1033.0
2020-05-25 05:00:00+00:00,136.0,1.3,134.0,138.0,442.0,4.1,437.0,449.0,51.0,0.2,51.0,51.0,297.0,0.1,297.0,297.0,12.2,94.0,1033.0
2020-05-25 05:15:00+00:00,175.0,0.4,174.0,175.0,503.0,0.8,502.0,504.0,60.0,0.2,60.0,60.0,300.0,0.1,299.0,300.0,12.9,90.0,1033.0
2020-05-25 05:30:00+00:00,209.0,0.7,209.0,211.0,538.0,0.9,537.0,541.0,66.0,0.2,66.0,67.0,300.0,0.1,300.0,300.0,13.3,87.0,1033.0
2020-05-25 05:45:00+00:00,251.0,0.6,250.0,252.0,591.0,1.1,589.0,593.0,71.0,0.1,71.0,71.0,300.0,0.1,300.0,301.0,13.5,86.0,1034.0
2020-05-25 06:00:00+00:00,292.0,0.7,290.0,293.0,631.0,1.4,629.0,633.0,77.0,0.2,77.0,78.0,301.0,0.1,301.0,301.0,13.9,85.2,1034.0
2020-05-25 06:15:00+00:00,328.0,1.3,325.0,330.0,,,,,92.0,0.9,90.0,93.0,303.0,0.3,303.0,304.0,14.0,84.2,1034.0
2020-05-25 06:30:00+00:00,370.0,0.5,370.0,372.0,679.0,1.3,677.0,681.0,91.0,0.1,91.0,92.0,303.0,0.1,302.0,303.0,14.6,83.0,1034.0
2020-05-25 06:45:00+00:00,411.0,0.4,410.0,411.0,710.0,1.9,707.0,713.0,93.0,0.3,92.0,93.0,303.0,0.2,303.0,303.0,14.9,81.0,1034.0
2020-05-25 07:00:00+00:00,452.0,0.8,450.0,453.0,743.0,1.0,741.0,745.0,92.0,0.1,92.0,93.0,303.0,0.2,303.0,304.0,15.1,78.0,1034.0
2020-05-25 07:15:00+00:00,490.0,0.2,490.0,491.0,762.0,0.8,761.0,764.0,95.0,0.1,95.0,95.0,305.0,0.1,304.0,305.0,15.6,78.0,1034.0
2020-05-25 07:30:00+00:00,531.0,0.6,530.0,532.0,785.0,0.7,783.0,786.0,97.0,0.2,97.0,98.0,306.0,0.2,305.0,306.0,15.7,78.0,1034.0
2020-05-25 07:45:00+00:00,566.0,0.5,564.0,566.0,788.0,0.4,788.0,789.0,103.0,0.2,103.0,104.0,307.0,0.1,307.0,307.0,16.3,74.0,1034.0
2020-05-25 08:00:00+00:00,604.0,0.8,602.0,605.0,805.0,0.7,804.0,807.0,106.0,0.2,106.0,106.0,308.0,0.2,307.0,308.0,16.7,71.6,1034.0
2020-05-25 08:15:00+00:00,643.0,1.3,639.0,645.0,817.0,2.1,810.0,819.0,114.0,0.1,113.0,114.0,310.0,0.6,309.0,311.0,17.2,70.6,1034.0
2020-05-25 08:30:00+00:00,717.0,1.4,714.0,719.0,819.0,2.2,816.0,823.0,160.0,0.2,159.0,160.0,314.0,0.2,314.0,315.0,17.6,66.0,1034.0
2020-05-25 08:45:00+00:00,730.0,22.5,664.0,743.0,804.0,29.5,718.0,822.0,161.0,0.6,160.0,162.0,314.0,0.1,313.0,314.0,17.5,67.0,1034.0
2020-05-25 09:00:00+00:00,753.0,7.1,743.0,762.0,839.0,11.1,826.0,854.0,140.0,1.5,138.0,143.0,315.0,0.5,315.0,316.0,17.9,64.0,1034.0
2020-05-25 09:15:00+00:00,224.0,4.4,221.0,238.0,2.0,3.8,1.0,18.0,219.0,2.5,217.0,225.0,333.0,0.2,333.0,334.0,17.9,61.2,1034.0
2020-05-25 09:30:00+00:00,195.0,2.2,193.0,200.0,1.0,0.1,1.0,1.0,191.0,1.9,189.0,196.0,338.0,1.7,335.0,341.0,17.8,60.8,1034.0
2020-05-25 09:45:00+00:00,970.0,2.5,966.0,973.0,855.0,3.0,848.0,859.0,290.0,4.3,285.0,299.0,346.0,0.9,345.0,348.0,19.1,62.0,1034.0
2020-05-25 10:00:00+00:00,387.0,11.9,367.0,418.0,7.0,5.3,2.0,20.0,379.0,13.9,356.0,406.0,364.0,0.9,362.0,365.0,18.3,61.0,1034.0
2020-05-25 10:15:00+00:00,240.0,1.3,238.0,243.0,0.0,0.1,0.0,1.0,235.0,1.2,234.0,238.0,351.0,2.0,348.0,355.0,18.0,61.4,1034.0
2020-05-25 10:30:00+00:00,457.0,128.1,269.0,676.0,188.0,126.4,6.0,397.0,304.0,26.5,260.0,347.0,347.0,1.1,345.0,349.0,18.7,58.8,1034.0
2020-05-25 10:45:00+00:00,435.0,143.6,334.0,809.0,122.0,162.7,13.0,549.0,327.0,5.5,315.0,332.0,337.0,1.7,334.0,340.0,18.1,59.0,1034.0
2020-05-25 11:00:00+00:00,903.0,1.2,899.0,904.0,863.0,2.9,855.0,866.0,165.0,1.2,163.0,168.0,320.0,0.5,319.0,321.0,19.0,59.0,1034.0
2020-05-25 11:15:00+00:00,905.0,2.2,901.0,908.0,839.0,2.2,834.0,842.0,181.0,2.9,177.0,188.0,320.0,0.6,319.0,321.0,18.8,57.6,1034.0
2020-05-25 11:30:00+00:00,938.0,1.4,935.0,940.0,863.0,1.4,860.0,865.0,193.0,0.1,193.0,193.0,321.0,0.2,321.0,322.0,18.8,57.4,1034.0
2020-05-25 11:45:00+00:00,1007.0,10.5,966.0,1016.0,824.0,19.1,759.0,841.0,293.0,4.5,286.0,304.0,335.0,1.8,332.0,338.0,19.2,56.8,1034.0
2020-05-25 12:00:00+00:00,255.0,12.7,245.0,290.0,7.0,9.2,2.0,36.0,245.0,5.6,239.0,255.0,328.0,0.2,328.0,328.0,18.8,58.2,1034.0
2020-05-25 12:15:00+00:00,360.0,215.6,252.0,982.0,134.0,254.7,5.0,847.0,250.0,3.2,246.0,258.0,329.0,0.5,328.0,330.0,19.6,57.8,1034.0
2020-05-25 12:30:00+00:00,978.0,2.0,974.0,981.0,872.0,0.9,871.0,874.0,239.0,2.5,235.0,243.0,333.0,0.4,333.0,334.0,19.6,56.8,1034.0
2020-05-25 12:45:00+00:00,878.0,150.8,445.0,978.0,749.0,169.6,274.0,864.0,255.0,4.5,245.0,262.0,326.0,0.2,325.0,326.0,20.0,57.8,1034.0
2020-05-25 13:00:00+00:00,876.0,2.3,870.0,879.0,852.0,4.9,842.0,859.0,174.0,1.8,170.0,176.0,321.0,0.2,320.0,321.0,19.9,55.8,1034.0
2020-05-25 13:15:00+00:00,831.0,1.3,829.0,833.0,861.0,1.3,859.0,864.0,134.0,0.3,134.0,135.0,318.0,0.5,317.0,319.0,19.7,57.2,1034.0
2020-05-25 13:30:00+00:00,819.0,0.5,818.0,820.0,875.0,0.9,872.0,876.0,126.0,0.1,126.0,126.0,316.0,0.4,315.0,316.0,19.3,55.2,1034.0
2020-05-25 13:45:00+00:00,782.0,2.1,780.0,786.0,843.0,3.1,839.0,848.0,131.0,0.8,130.0,133.0,316.0,0.3,316.0,317.0,19.6,55.6,1034.0
2020-05-25 14:00:00+00:00,766.0,1.6,764.0,769.0,843.0,1.5,841.0,845.0,133.0,0.1,133.0,134.0,317.0,0.5,317.0,318.0,19.9,55.0,1034.0
2020-05-25 14:15:00+00:00,735.0,1.1,734.0,737.0,835.0,0.6,834.0,836.0,128.0,1.0,127.0,130.0,317.0,0.3,317.0,318.0,19.3,54.8,1034.0
2020-05-25 14:30:00+00:00,702.0,1.4,700.0,705.0,830.0,1.2,827.0,832.0,119.0,0.2,119.0,119.0,316.0,0.3,316.0,317.0,19.6,55.6,1034.0
2020-05-25 14:45:00+00:00,664.0,1.6,662.0,666.0,809.0,1.7,807.0,811.0,118.0,0.1,118.0,118.0,317.0,0.2,317.0,317.0,19.7,55.2,1034.0
2020-05-25 15:00:00+00:00,636.0,0.3,635.0,636.0,806.0,0.7,805.0,807.0,115.0,0.2,115.0,115.0,316.0,0.3,316.0,317.0,19.6,56.0,1034.0
2020-05-25 15:15:00+00:00,597.0,0.6,595.0,597.0,785.0,0.4,784.0,786.0,113.0,0.1,113.0,113.0,317.0,0.5,316.0,318.0,19.5,57.0,1034.0
2020-05-25 15:30:00+00:00,563.0,0.5,563.0,564.0,769.0,0.5,768.0,770.0,113.0,0.1,113.0,113.0,316.0,0.1,316.0,316.0,19.3,56.8,1034.0
2020-05-25 15:45:00+00:00,524.0,0.6,523.0,526.0,756.0,0.8,755.0,758.0,106.0,0.1,106.0,107.0,316.0,0.2,315.0,316.0,19.3,56.4,1034.0
2020-05-25 16:00:00+00:00,485.0,1.3,483.0,487.0,731.0,1.1,729.0,733.0,106.0,0.2,106.0,107.0,316.0,0.1,316.0,316.0,19.2,55.2,1034.0
2020-05-25 16:15:00+00:00,450.0,0.7,449.0,451.0,720.0,0.6,719.0,721.0,102.0,0.1,102.0,102.0,316.0,0.1,316.0,317.0,19.0,55.8,1034.0
2020-05-25 16:30:00+00:00,406.0,0.5,405.0,407.0,694.0,0.7,693.0,695.0,97.0,0.2,96.0,97.0,316.0,0.1,315.0,316.0,18.9,57.4,1034.0
2020-05-25 16:45:00+00:00,361.0,7.3,340.0,366.0,658.0,16.1,612.0,669.0,91.0,0.2,90.0,91.0,315.0,0.3,315.0,316.0,18.6,58.8,1034.0
2020-05-25 17:00:00+00:00,325.0,0.5,325.0,326.0,631.0,0.2,630.0,631.0,90.0,0.1,90.0,90.0,315.0,0.2,315.0,316.0,18.4,60.4,1034.0
2020-05-25 17:15:00+00:00,286.0,0.7,284.0,287.0,611.0,0.4,610.0,611.0,81.0,0.2,80.0,81.0,314.0,0.1,314.0,315.0,17.9,61.4,1034.0
2020-05-25 17:30:00+00:00,241.0,0.5,240.0,242.0,560.0,0.4,559.0,561.0,74.0,0.1,74.0,75.0,314.0,0.1,314.0,314.0,17.9,64.0,1034.0
2020-05-25 17:45:00+00:00,207.0,0.4,207.0,208.0,536.0,0.7,534.0,537.0,68.0,0.1,68.0,68.0,314.0,0.1,313.0,314.0,17.5,63.0,1034.0
2020-05-25 18:00:00+00:00,161.0,0.6,160.0,162.0,445.0,1.0,443.0,446.0,62.0,0.2,62.0,62.0,313.0,0.1,313.0,313.0,17.3,66.0,1035.0
2020-05-25 18:15:00+00:00,129.0,0.6,128.0,130.0,403.0,0.8,401.0,404.0,54.0,0.2,54.0,54.0,312.0,0.0,312.0,312.0,17.0,68.6,1035.0
2020-05-25 18:30:00+00:00,98.0,0.2,98.0,99.0,361.0,0.5,360.0,362.0,44.0,0.1,44.0,44.0,311.0,0.1,311.0,311.0,16.7,71.0,1035.0
2020-05-25 18:45:00+00:00,70.0,0.5,69.0,71.0,282.0,1.6,280.0,285.0,38.0,0.1,38.0,38.0,310.0,0.1,310.0,310.0,16.3,71.6,1035.0
2020-05-25 19:00:00+00:00,47.0,0.3,46.0,47.0,212.0,0.9,210.0,213.0,30.0,0.1,30.0,30.0,310.0,0.1,309.0,310.0,15.9,74.0,1035.0
