,ghi,ghi_std,ghi_min,ghi_max,dni,dni_std,dni_min,dni_max,dhi,dhi_std,dhi_min,dhi_max,lwd,lwd_std,lwd_min,lwd_max,temp_air,relative_humidity,pressure
2020-08-10 00:00:00+00:00,-1.0,0.0,-2.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.1,-1.0,-1.0,372.0,0.1,372.0,372.0,22.5,71.8,1015.0
2020-08-10 00:15:00+00:00,-1.0,0.0,-2.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,370.0,0.1,370.0,371.0,22.8,71.4,1015.0
2020-08-10 00:30:00+00:00,-1.0,0.1,-2.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,369.0,0.1,369.0,369.0,22.7,72.0,1015.0
2020-08-10 00:45:00+00:00,-1.0,0.0,-2.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,370.0,0.1,369.0,370.0,22.5,72.2,1015.0
2020-08-10 01:00:00+00:00,-1.0,0.0,-2.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,369.0,0.1,369.0,369.0,22.4,72.0,1016.0
2020-08-10 01:15:00+00:00,-1.0,0.0,-2.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,370.0,0.1,370.0,370.0,22.1,73.0,1016.0
2020-08-10 01:30:00+00:00,-1.0,0.1,-2.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.1,-1.0,-1.0,369.0,0.1,369.0,369.0,21.8,74.0,1016.0
2020-08-10 01:45:00+00:00,-1.0,0.0,-2.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.1,-1.0,-1.0,368.0,0.1,368.0,368.0,21.5,75.8,1016.0
2020-08-10 02:00:00+00:00,-2.0,0.1,-2.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.1,-1.0,-1.0,366.0,0.1,366.0,367.0,21.2,77.2,1016.0
2020-08-10 02:15:00+00:00,-1.0,0.1,-2.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.1,-1.0,-1.0,366.0,0.1,366.0,366.0,21.2,77.6,1016.0
